Title,Content,Detected Language,Predicted Sentiment,Actual Sentiment
"RM11.15 juta diperuntuk bagi projek landskap, infrastruktur hijau di Sabah",kerajaan memperuntukkan sebanyak rm1115 juta bagi melaksanakan pelbagai projek landskap dan infrastruktur hijau di seluruh sabah pada tahun ini timbalan ketua menteri ii datuk seri dr joachim gunsalam berkata peruntukan itu melibatkan dana kerajaan persekutuan dan kerajaan negeri yang akan diagihkan kepada semua pihak berkuasa tempatan pbt beliau yang juga menteri kerajaan tempatan dan perumahan sabah berkata peruntukan itu selaras dengan perancangan pembangunan landskap negeri ini yang menekankan kepentingan kelestarian keindahan persekitaran serta keseimbangan ekologi saya memahami keperluan peruntukan bagi pbt dalam usaha membangunkan dan menaik taraf infrastruktur hijau demi kesejahteraan masyarakat setempat katanya dalam amanat khas menteri sempena program inisiatif penghijauan lestari aspirasi negeri taman terindah iplant di sini hari ini teks ucapan beliau dibacakan oleh pembantu menteri kerajaan tempatan dan perumahan sabah datuk isnin aliasnih program iplant merupakan antara usaha kementerian untuk memperkasakan kelestarian landskap sabah melalui kerjasama erat pbt dr joachim berkata program itu bukan sekadar simbolik menanam pokok tetapi juga agenda strategik yang menyumbang kepada sasaran jangka panjang pembangunan mampan dan ekonomi hijau beliau berkata setakat disember lepas sebanyak 331151 pokok telah ditanam namun angka berkenaan masih jauh daripada sasaran 13 juta pokok menjelang 2033 yang diumumkan ketika pelancaran program itu pada 2020 menurut dr joachim kementeriannya turut menganjurkan pelbagai program kesedaran seperti bengkel resolusi hijau jelajah pbt ke pelbagai daerah bagi mempromosi amalan hijau di peringkat akar umbi dan program komuniti seperti kebun komuniti serta rakan lestari untuk menggalakkan penglibatan masyarakat dalam usaha memelihara alam sekitar antara prinsip utama yang ditekankan kementerian ialah ekonomi kitaran lestari melibatkan penggunaan sumber secara bijak pengurangan jejak karbon pembangunan teknologi hijau dan pemeliharaan alam sekitar kepentingan penerapan elemen kejiranan hijau dalam reka bentuk pembangunan perumahan dan bandar turut ditekankan termasuk penggunaan tenaga boleh diperbaharui bahan binaan mampan dan penyediaan ruang hijau awam katanya beliau berkata kementeriannya turut bekerjasama dengan kerajaan persekutuan dalam pelbagai program seperti agenda komuniti lestari projek sekolah rendah karbon dan pelaksanaan pelan hala tuju matlamat pembangunan mampan sdg sebagai antara usaha bersepadu untuk menjadikan sabah sebagai negeri taman terindah termasuk dalam aspek ekonomi sosial dan alam sekitar,ms,negative,
Inisiatif hijau terima RM144.44juta,kerajaan negeri memperuntukkan sejumlah rm14444 juta daripada belanjawan negeri 2024 ke arah inisiatif hijau yang bertujuan mencapai pembangunan seimbang dengan elemen kelestarian hijau kata menteri kewangan negeri datuk seri masidi manjun beliau berkata jabatan perlindungan alam sekitar dengan peruntukan rm781 juta akan melaksanakan pelbagai aktiviti dan mengintegrasikan perlindungan alam sekitar yang mampan ke dalam semua pembangunan masidi berkata selaras dengan program kelestarian hijau pelan hala tuju sabah maju jaya smj keutamaan diberikan kepada tindakan mitigasi dan penyesuaian perubahan iklim serta meminimumkan risiko yang berkaitan dengan bencana beliau menambah langkah sedemikian adalah untuk memastikan pertumbuhan ekonomi yang harmoni dengan kelestarian alam sekitar justeru sebanyak rm12679 juta telah diperuntukkan kepada jabatan perhutanan sabah sfd dan pusat biodiversiti sabah untuk mengurus dan membangunkan warisan negeri katanya pada jumaat tambahnya unit perubahan iklimgas rumah hijau sabah telah ditubuhkan di bawah sfd dengan peruntukan rm3 jutamasidi berkata langkah itu bagi menyokong majlis tindakan iklim sabah scac yang ditubuhkan untuk membantu kerajaan negeri menetapkan hala tuju dan menyelaras projek mitigasi dan adaptasi perubahan iklim di sabah unit ini akan terlibat dalam tugas awal untuk meletakkan asas bagi membangunkan dasar perubahan iklim dan perdagangan karbon serta menilai kebolehlaksanaan semua projek berkaitan karbon di sabah katanya selain itu masidi berkata prinsip kelestarian hijau mesti menekankan keseimbangan antara membangunkan sektor sabah dan mengurangkan pelepasan gas rumah hijau ini akan menyumbang kepada strategi jangka panjang pembangunan rendah karbon peringkat negeri menyokong usaha kerajaan menangani perubahan iklim dan komitmennya untuk mencapai pelepasan karbon sifar bersih menjelang tahun 2050 katanya masidi menegaskan bahawa prinsip pembangunan mampan mesti dilaksanakan di sabah untuk menyokong inisiatif pertumbuhan hijau yang bertujuan untuk meningkatkan daya tahan ekonomi terhadap perubahan iklim dan bencana sambil menambah bahawa kajian dan pelan tindakan perlu dilaksanakan beliau berkata ini juga termasuk 1 menyediakan laporan petunjuk alam sekitar negeri sabah 2 menyemak pelan pengurusan pantai sabah 3 menyediakan garis panduan pemulihan perlombongan dan kuari dan 4 menjalankan kajian kestabilan cerun di kundasang ranau masidi berkata kajian pembangunan bioteknologi sabah akan disiapkan tahun depan bagi mewujudkan pelan tindakan bioteknologi sabah 2024  2034 yang menjadi panduan untuk penerokaan sumber biologi yang sistematik dan mampan selain itu pembangunan rekreasi berasaskan hutan seperti pembayaran untuk perkhidmatan ekosistem dan karbon adalah sumber pendapatan alternatif yang boleh diterokai tanpa menjejaskan sumber asli katanya sementara itu masidi dengan sukacitanya mengumumkan bahawa sabah telah mencipta sejarah selepas pengiktirafan geopark negara kinabalu sebagai kinabalu unesco global geopark pada perhimpunan agung unesco pada mei 2023 pengiktirafan berprestij ini telah meletakkan sabah sebagai salah satu daripada tiga tapak unesco triple crown selepas pulau jeju di korea selatan dan shennongjia di china penyertaan sabah dalam london world travel market 2023 juga menandakan penampilan pertama sabah unesco triple crown di peringkat global katanya,ms,positive,
Kerajaan Sabah diseru laksana ekonomi hijau bernilai tinggi,yayasan pengguna nasional malaysia ypnm cawangan sabah menyambut baik komitmen kerajaan persekutuan untuk memajukan ekonomi hijau melalui akta perubahan iklim yang dijangka diluluskan tahun ini sepertimana yang diumumkan menteri sumber asli alam sekitar dan perubahan iklim nik nazmi nik ahmad pengerusi yayasan pengguna nasional malaysia ypnm cawangan sabah david chan berkata inisiatif ini adalah langkah penting dalam menangani isu perubahan iklim sambil mendorong pertumbuhan ekonomi yang mampan sabah yang terkenal dengan kekayaan biodiversiti dan sumber semula jadinya bakal meraih manfaat besar sekiranya dasardasarnya sejajar dengan agenda hijau persekutuan pelaksanaan ekonomi hijau bernilai tinggi adalah penting bukan sahaja untuk melindungi alam sekitar tetapi juga untuk memastikan daya tahan ekonomi jangka panjang dalam menghadapi cabaran iklim global katanya tambahnya kerajaan sabah diminta untuk mengambil langkah proaktif agar tidak ketinggalan berikutan peralihan kepada ekonomi hijau bukan sekadar pemuliharaan alam sekitar tetapi ia adalah langkah strategik untuk menjamin masa depan ekonomi sabah dalam dunia yang semakin berubah dalam pasaran global yang semakin mengutamakan tenaga hijau dan amalan mampan sabah perlu mengambil tempat sebagai peneraju dalam ekonomi hijau ini termasuk pelaburan dalam tenaga boleh diperbaharui mempromosikan industri mesra alam dan menggalakkan amalan mampan di semua sektor jika tidak sabah berisiko kehilangan peluang ekonomi yang besar dan daya saing dalam pasaran global katanya david turut menekankan bahawa peralihan kepada tenaga hijau adalah tanggungjawab bersama untuk melindungi planet ini demi generasi akan datang perubahan iklim adalah isu mendesak yang memerlukan tindakan berani dengan mengadaptasi inisiatif hijau persekutuan sabah boleh menyumbang dengan ketara dalam mengurangkan pelepasan karbon sambil menarik pelaburan dan mewujudkan peluang pekerjaan dalam industri hijau katanya,ms,negative,
Pembalakan haram di hutan simpan Sabah harus dihentikan,jabatan perhutanan sabah mesti meningkatkan penguatkuasaan bagi menghentikan kegiatan pembalakan haram di kawasan hutan simpan di negeri ini ketua menteri datuk seri mohd shafie apdal berkata tindakan itu penting bagi memastikan kawasan hutan simpan dipelihara sepenuhnya daripada sebarang kegiatan yang boleh menjejaskan kawasan itu hutan simpan yang ada mesti dijaga dengan baik dan saya tidak mahu melihat berlaku pembalakan haram di kawasan itu kerajaan negeri sabah memberikan komitmen tinggi dalam memastikan hutan simpan yang ada harus dilindungi sepenuhnya ini termasuklah membuat keputusan menghentikan eksport kayu balak ke luar negara katanya ketika melancarkan sambutan hari hutan antarabangsa peringkat kebangsaan di pusat sejadi hutan lipur kawang dekat sini hari ini yang turut hadir ialah timbalan ketua menteri datuk jaujan sambakong ketua konservator hutan sabah datuk mashor mohd jaini dan duta besar kesatuan eropah ke malaysia maria castillo fernandez mohd shafie berkata ketika dilantik menjadi ketua menteri beliau mengarahkan yayasan sabah menghentikan kegiatan pembalakan di kawasan hutan di bawah seliaannya katanya pembalakan bukan lagi sumber utama kewangan kerajaan negeri seperti yang berlaku pada pemerintahan kerajaan negeri sebelum ini sebaliknya beliau berkata kerajaan negeri sekarang mempelbagai sumber kewangan negeri dari pelbagai sektor yang ada program yang dilancarkan hari ini satu tindakan baik bagi mendidik orang awam mengenai kepentingan menjaga hutan khususnya belia yang terbabit dalam usaha pemuliharaannya selain mengubah pemikiran masyarakat di peringkat kerajaan negeri amat penting bagi kita memainkan peranan dan mengatur langkah untuk memelihara hutan sama ada dalam aspek polisi serta penguatkuasaan supaya penjagaan hutan sabah dapat dilaksanakan sebaik mungkin kerajaan negeri juga mengalualukan inisiatif oleh jabatan perhutanan sabah dalam usaha melindungi dan memulihara sumber hutan negeri ini katanya sempena program itu mohd shafie turut menyaksikan pemeteraian surat niat antara jabatan perhutanan sabah dan komuniti dari kampung kolosunan babagon toki dan tampasak bagi projek perintis bayaran perkhidmatan ekosistem di empangan babagon penampang projek berkenaan satu usaha kerajaan negeri bersama komuniti untuk memulihara kawasan empangan babagon yang juga menjadi sumber air penting bagi penduduk sekitar penampang lok kawi tanjung aru putatan dan kota kinabalu sementara itu mashor dalam ucapannya berkata jabatannya telah merangka beberapa strategi mengenai kesedaran awam terhadap kepentingan hutan antaranya penanaman pokok hutan sempena hari hutan antarabangsa ini kita telah menjalankan aktiviti penanaman pokok hutan spesies tempatan dalam lima wilayah perhutanan iaitu sandakan kota kinabalu tawau kudat dan keningau program ini membabitkan penyertaan aktif pelajar sekolah dan masyarakat setempat yang telah menanam kirakira 5000 pokok katanya,ms,negative,
"53 peratus keluasan Sabah adalah hutan simpan, dilindungi",kirakira 53 peratus daripada keluasan tanah sabah adalah hutan simpan kekal dan kawasan dilindungi angka yang melangkaui ketetapan deklarasi langkawi 1989 untuk mengekalkan sekurangkurangnya 50 peratus daripada keluasan tanah negara sebagai hutan semula jadi ketua menteri datuk seri hajiji noor berkata kawasan itu menyediakan habitat untuk pelbagai spesies selain menjadi zon penampan yang menghalang penebangan hutan di samping bertindak sebagai koridor hijau yang membolehkan pelbagai spesies berhijrah merentasi landskap yang amat penting untuk kelangsungan hidup mereka beliau berkata kerajaan negeri juga lebih awal merangka cadangan dan tindakan untuk pelaksanaan dengan strategi untuk mempromosi melindungi dan mengurus sumber asli secara mampan selaras dengan keputusan sidang kemuncak bumi serta konvensyen dan perjanjian lain agroforestry sebagai sistem guna tanah boleh menyumbang kepada pencapaian sekurangkurangnya sembilan daripada 17 matlamat pembangunan mampan sdg katanya dalam ucapan beliau pada majlis makan malam sempena perasmian 4th international conference in agroforestry 2022 icaf 2022 di sini malam tadi teks ucapan beliau dibacakan oleh ketua konservator hutan jabatan perhutanan sabah datuk frederick kugan hajiji berkata malaysia terutamanya sabah memiliki kepelbagaian biodiversiti dan ekosistem yang mempunyai kepentingan global sekali gus menjadikan aspek pemuliharaan amat penting dan semasa negaranegara sedang berunding di sidang kemuncak bumi pada 1992 lagi sabah sudah pun melakarkan pelan strategi pemuliharaannya sementara itu beliau berharap peserta icaf 2022 akan menggunakan sepenuhnya persidangan dengan tema agroforestry for sustainable and resilient communities ini bukan sahaja untuk berkongsi hasil penyelidikan mereka tetapi juga meningkatkan rangkaian penyelidikan di dalam dan luar negara bagi menjadikan agroforestry di rantau ini berjaya dan mampan,ms,positive,
JETAMA perkukuh peranan Sabah memulihara ekosistem karbon biru,jetama sdn bhd jetama melalui insiatif bahagian alam sekitar sosial dan tadbir urus esg bersama persatuan pelancongan semporna dive master association dan masyarakat setempat berjaya melaksanakan projek penanaman rumput laut di pulau bohayan semporna sebagai usaha mengukuhkan komitmennya dalam memulihara ekosistem marin ketua pegawai eksekutif jetama datuk ahmad naim uddang berkata projek berkenaan dilaksanakan pada 1 mac bersempena hari rumput laut sedunia aktiviti penanaman rumput laut ini adalah kesinambungan inisiatif syarikat bagi menyahut seruan kerajaan negeri sabah dalam memelihara ekosistem karbon biru selaras dengan halatuju sabah maju jaya smj projek ini kesinambungan daripada program penanaman rumput laut jetama yang dilaksanakan di pulau sepangar september lepas jetama akan terus komited memperkukuhkan kesedaran terhadap kepentingan pemuliharaan alam sekitar melalui projekprojek penanaman rumput laut agar ia dapat memberi manfaat bukan sahaja kepada industri pelancongan komuniti maritim tetapi juga akan menyumbang kepada usaha global dalam mengurangkan karbon dioksida dan mengekalkan keseimbangan ekosistem laut katanya rumput laut memainkan peranan penting dalam memerangkap karbon biru dengan keupayaan menyerap dan menyimpan karbon dioksida dari atmosfera serta perairan pesisir pantai lebih efektif daripada hutan daratan selain itu ia juga memberi manfaat sebagai sokongan kestabilan ekosistem marin dengan menapis air laut dan mengurangkan hakisan pantai namun rumput laut kini terancam akibat pembangunan pesisir pencemaran dan aktiviti perikanan berlebihan oleh itu usaha pemuliharaan amat penting kerana ia turut menjadi habitat utama bagi hidupan laut seperti ikan penyu dan hidupan makro marin,ms,negative,
Dasar alam sekitar bukti kerajaan prihatin mengurus alam sekitar secara mapan,dasar alam sekitar 2017 bukti komitmen dan keprihatinan kerajaan negeri terhadap pembangunan serta pengurusan alam sekitar yang mampan menteri pelancongan kebudayaan dan alam sekitar datuk christina liew berkata sabah negeri pertama yang memperkenalkan dasar tersebut dengan menggariskan beberapa piawaian yang perlu dipatuhi bagi pembangunan lestari kerajaan sabah mengiktiraf alam sekitar sebagai salah satu aspek penting untuk diambil kira dalam perancangan pembangunan dengan penerapan dasardasar yang bersesuaian digabungkan dengan faktor dan piawaian alam sekitar bagi mengekalkan kelestarian alam sekitar serta sosial usaha untuk mencipta keseimbangan antara pembangunan dan perlindungan alam sekitar adalah amat penting pada masa sekarang berbanding sebelum ini dan ianya merupakan tanggungjawab semua pihak oleh itu kementerian ini melalui jabatan alam sekitar memperkenalkan beberapa mekanisme yang perlu dipatuhi oleh pihak pemaju antaranya environmental selfregulation esr dan beberapa standard operations procedure sop bagi meminimumkan kesan projek kepada alam sekitar katanya beliau berkata demikian ketika berucap merasmikan hari alam sekitar negara hasn 2024 peringkat negeri sabah di sini kelmarin christina turut berbangga atas keberhasilan programprogram alam sekitar yang memberi impak besar terhadap kelestarian alam pencapaian dalam programprogram alam sekitar seperti sekolah rakan alam sekitar serasi dapat memberikan impak besar dalam mempromosikan kelestarian alam sekitar bagi negeri ini ke peringkat nasional seterusnya antarabangsa selain serasi projek pemantauan kualiti udara di sekolah aquams adalah contoh utama bagaimana inovasi boleh melindungi sumber semula jadi dengan melibatkan pelbagai pihak antaranya sekolah dan komuniti setempat katanya pada majlis tersebut christina turut menyampaikan penghargaan khas kepada sekolah mentor bagi projek serasi kepada sm st michael penampang sm st patrick sjkc sin hwa tawau sjkc chi hwa sandakan serta sk lambidan kuala penyu manakala sm st michael penampang sk buang sayang papar sjkc chung hwa tamparuli sekolah indonesia dan smka tun ahmad shah kota kinabalu menerima penghargaan khas sekolah rakan aquams sementara itu pengetua sm st michael jennifer asing menerima anugerah langkawi untuk kelestarian alam sekitar diikuti dengan sm st patrick tawau yang menerima anugerah sekolah lestari turut disampaikan penghargaan khas sempena hasn 2024 peringkat negeri sabah kepada komuniti kg darau kota kinabalu kg suasa beaufort kg piasau dan kg podos kota belud ,id,unknown,
Jabatan Alam Sekitar Sabah tubuh dua stesen pantau kualiti air di Segaliud: Menteri,jabatan alam sekitar jas sabah menubuhkan dua stesen pemantauan kualiti air di sungai segaliud dengan ujian keselamatan air dijalankan setiap dua bulan timbalan menteri sumber asli dan kelestarian alam sekitar datuk seri huang tiong sii berkata hasil ujian menunjukkan indeks kualiti air wqi sebanyak 84 mengkategorikannya sebagai bersih kelas ii katanya jas sandakan memantau secara dekat empat kilang kelapa sawit yang terletak berhampiran lembangan sungai segaliud berdasarkan pemeriksaan terkini yang dijalankan pada november 2024 tiada pelepasan efluen dikesan dari keempatempat kilang ini dan semuanya mematuhi piawaian yang ditetapkan selain itu loji rawatan air sungai segaliud akan dimasukkan dalam pelan pemeriksaan penguatkuasaan bagi 2025 untuk menilai pematuhannya katanya huang membuat kenyataan itu sebagai jawapan kepada ahli parlimen sandakan vivian wong di kamar khas dewan rakyat semasa mesyuarat pertama penggal keempat parlimen ke15 pada khamis terdahulu vivian bertanyakan tentang kualiti air sungai segaliud di sandakan sejak dua tahun lalu beliau sudah beberapa kali menghantar sampel air paip sandakan ke makmal swasta bertauliah bagi mengesahkan ketepatan laporan ujian yang dikeluarkan oleh jabatan air vivian berkata 70 peratus bekalan air bersih sandakan berasal dari loji rawatan air lra segaliud dengan lebih 320000 penduduk bergantung kepada sungai segaliud sebagai sumber air harian mereka namun dalam tempoh dua tahun lalu media arus perdana dan media sosial telah melaporkan pencemaran di sungai ini akibat aktiviti ladang kelapa sawit termasuk kejadian di mana air sungai bertukar hitam dan ikan mati situasi menjadi lebih kritikal pada awal tahun lepas apabila air dari lra segaliud didapati mengandungi tahap klorin yang terlalu tinggi melebihi 250mg seliter sementara tahap jumlah pepejal terlarut tds juga lebih tinggi berbanding loji rawatan air yang lain kata vivian mengulas laporan air sungai yang bertukar hitam dan kematian ikan huang berkata pegawai jas mendapati air hitam itu mungkin disebabkan oleh aliran air permukaan daripada aktiviti penanaman semula kelapa sawit atau kejadian semula jadi seperti kematian alga di sungai bagi kematian ikan pula ia berkemungkinan berpunca daripada kandungan sedimen yang tinggi di sungai selepas hujan lebat di hulu yang menyebabkan kekurangan oksigen dalam air katanya mengulas jawapan itu vivian menyuarakan keraguan dengan menyatakan menurut peraturan kementerian alam sekitar ladang kelapa sawit mesti mempunyai zon penampan sekurangkurangnya 20 meter dari tebing sungai beliau mempersoalkan sama ada air sungai yang bertukar hitam akibat aktiviti penanaman semula menunjukkan zon penampan yang tidak mencukupi atau berlakunya pelanggaran yang membolehkan racun perosak mengalir ke dalam sungai,ms,negative,
850 pokok bakau ditanam di kawasan tanah lembab KKIP,sebanyak 850 pokok bakau telah ditanam di kawasan tanah lembab taman perindustrian kota kinabalu kkip sejak disember 2022 sebagai usaha memelihara dan memulihara alam sekitar setiausaha tetap kementerian pelancongan kebudayaan dan alam sekitar sabah datuk josie lai berkata pelbagai isu alam sekitar seperti perubahan iklim pencemaran dan kehilangan biodiversiti memberi kesan langsung kepada manusia dan sumber semula jadi justeru itu program seperti penanaman pokok bakau sangat signifikan kerana hutan paya bakau bukan sahaja menjadi habitat penting ekosistem marin tetapi juga bertindak sebagai penyerap karbon yang efektif kerajaan negeri komited memastikan pembangunan di sabah menitikberatkan aspek kelestarian alam sekitar melalui pelbagai dasar termasuk dasar alam sekitar negeri sabah 2017 ini melibatkan kerjasama pelbagai pihak termasuk jabatan kerajaan ngo dan sektor swasta katanya beliau berkata demikian ketika berucap pada program penanaman pokok bakau sempena sambutan hari bumi 2025 di skim penempatan semula fasa 1 di kkip pada majlis itu sebanyak 350 anak pokok ditanam oleh seramai seratus peserta daripada 40 organisasi merangkumi agensi kerajaan badan bukan kerajaan ngo pihak industri sekolah dan komuniti setempat josie turut menyatakan sokongan terhadap pelaksanaan inisiatif seperti program sekolah rakan alam sekitar serasi serta amalan pengurusan kendiri alam sekitar environmental selfregulation  esr oleh pihak industri tanbahnya lagi dalam usaha memperkukuhkan pengurusan alam sekitar di kkip satu memorandum persefahaman mou telah ditandatangani antara jabatan perlindungan alam sekitar sabah jpas dan kkip sdn bhd pada 15 disember 2022 kerjasama ini merangkumi pelaksanaan program kesedaran latihan pengurusan alam sekitar dan pematuhan syarat alam sekitar oleh syarikat di kawasan berkenaan program hari ini merupakan kesinambungan daripada program kesedaran alam sekitar sungai telipok yang dilaksanakan pada 2023 dan 2024 dan bertujuan meningkatkan kesedaran dalam kalangan komuniti agensi dan pihak industri sekitar kkip menjaga alam sekitar bukan hanya tanggungjawab kerajaan sematamata sebaliknya ia memerlukan komitmen bersama daripada semua pihak kata josie sambil menyeru agar kerjasama seperti ini terus diperkukuh demi kesejahteraan alam sekitar di negeri ini,ms,negative,
Centre Point Sabah galakkan kelestarian melalui ‘Eco Warrior Day 2025’,centre point sabah dengan bangganya telah meraikan kejayaan sambutan eco warrior day 2025 bertemakan kelestarian selama dua hari yang diadakan pada 2223 mac lepas menurut kenyataan centre point sabah berkata dengan hampir 100 peserta mengambil bahagian acara ini memberi tumpuan kepada kesedaran alam sekitar melalui ekspresi kreatif aktiviti pendidikan dan inisiatif komuniti katanya salah satu tarikan utama acara ini ialah trashformer wall art yang menakjubkan sebuah pemasangan berbentuk ketupat bersaiz 10 kaki x 10 kaki yang dipenuhi dengan bahan kitar semula yang disumbangkan oleh para pelajar dan orang awam karya seni kolektif ini dihasilkan melalui penglibatan lima buah sekolah iaitu sekolah kebangsaan sk tanjung aru ii sk bukit padang sekolah rendah kebangsaan st agnes sk poringporing dan smart reader kids seramai 95 peserta terlibat dalam usaha kreatif ini termasuk 57 pelajar 18 guru dan 20 ahli komuniti tidak termasuk ibu bapa katanya menurutnya hari kedua pula menampilkan pertandingan upcycle ratu raya yang dianjurkan oleh kimora entertainment network pertandingan ini mencabar 12 peserta berumur antara 6 hingga 12 tahun untuk menukarkan bahan kitar semula kepada pakaian bertemakan hari raya yang menakjubkan acara ini diakhiri dengan majlis penyampaian hadiah yang disempurnakan oleh encik simon haring yang mewakili centre point sabah katanya katanya sepanjang dua hari acara ini ceramah kesedaran yang menarik telah dikendalikan oleh pakar kelestarian daripada dewan bandaraya kota kinabalu dbkk wwfmalaysia dan jabatan alam sekitar jas sabah para pengunjung juga berpeluang meneroka green knowledge booth  vendors yang melibatkan penyertaan daripada dewan bandaraya kota kinabalu jabatan alam sekitar negeri sabah taman hidupan liar lok kawi persatuan seni jahitan kreatif malaysia borneo kimora entertainment kaki repair by kaki diy live 2 learn dan smart reader selari dengan tema acara pihak pengurusan pusat belibelah turut melancarkan tong kitar semula khas di dalam kawasan premis sebagai inisiatif mendidik orang ramai tentang pengurangan penggunaan plastik dan menggalakkan tabiat kitar semula acara ini berjaya dilaksanakan hasil sokongan para penaja mcdonalds life water marketing sdn bhd kumpulan berhad btc dan aicha katanya centre point sabah komited untuk memupuk amalan kelestarian dan dengan sukacitanya mengumumkan bahawa eco warrior day akan dijadikan acara tahunan kami mengalualukan lebih ramai penyertaan pada penganjuran akan datang dan akan terus berusaha memberi inspirasi serta mendidik untuk masa depan yang lebih hijau untuk maklumat lanjut mengenai acara yang akan datang orang ramai digalakkan untuk melayari laman rasmi facebook dan instagram centre point sabah shopping mall katanya,id,unknown,
Usaha pelbagai pihak pelihara alam sekitar dipuji,aktiviti dan inisiatif pelbagai pihak dalam memupuk masyarakat yang menyayangi alam sekitar flora dan fauna dalam situasi santai amat dipuji dan mampu meneruskan kelestarian alam sekitar sabah yang terkenal dengan keindahan alam semulajadi membuka peluang kepada semua lapisan untuk menjalankan pelbagai aktiviti masingmasing dalam suasana santai dan mendamaikan bagaimanapun sesetengah pihak tidak bertanggungjawab pentingkan diri sendiri dengan merosakkan alam sekitar selepas menjalankan aktiviti di kawasan tumpuan tidak kurang juga sebahagian kawasan yang mendamaikan dicemari dengan sampah sarap yang dibuang merata tempat tanpa kawalan sehingga menjejaskan pemandangan keadaan ini bukan hanya menjejaskan imej sabah apabila pengunjung luar datang ke sini tetapi juga merosakkan ekosistem serta keindahan semulajadi yang ada di sini prihatin dengan keadaan ini usaha pelbagai pihak dalam menangani pencemaran terutama sampah sarap di kawasan pantai mampu mengindahkan kembali pemandangan indah lebihlebih lagi di kawasan tumpuan iaitu tepi pantai barubaru ini pasukan polis diraja malaysia pdrm bersama beberapa badan bukan kerajaan ngo bersamasama menjayakan program gotong royong iaitu program khidmat kemasyarakatan untuk bumi hijau di pantai teluk likas ini menunjukkan tanggungjawab menjaga ketenteraman awam bukan halangan bagi pdrm melaksanakan kerja sosial untuk manfaat masyarakat lebih 200 pegawai dan anggota serta ngo menyertai program gotong royong berkenaan yang dirasmikan ketua jabatan siasatan jenayah jsj sabah datuk azmi abdul rahim azmi ketika ditemui menyatakan program berbentuk goyong royong membersihkan pantai ini turut disertai tujuh ngo selain pihak dewan bandaraya kota kinabalu dbkk menurutnya pemilihan pantai teluk likas adalah disebabkan pantai ini menjadi pilihan utama warga bandaraya untuk beriadah di kawasan ini beliau juga sedih dengan pencemaran sampah sarap yang menutup keindahan pantai terbabit dan usaha lebih 200 orang termasuk 100 daripadanya adalah pegawai dan anggota jsj sabah berjaya mengutip 511 kilogram sampah sarap di sekitar kawasan dan pesisir pantai teluk likas menurutnya lebih banyak program bersama masyarakat bakal dianjurkan jsj sabah selepas ini diharapkan masyarakat serta warga bandaraya lebih peka terhadap usaha meningkatkan kesedaran dan tindakan terhadap kelestarian alam sekitar bagi memastikan persekitaran indah di negeri ini terutama kawasan tumpuan kekal terpelihara,ms,positive,
Pencemaran plastik di Sabah semakin membimbangkan - Joachim,pencemaran plastik di sabah semakin membimbangkan dan memberi kesan buruk kepada imej negeri ini sebagai destinasi pelancongan bertaraf dunia kata timbalan ketua menteri ii datuk seri dr joachim gunsalam beliau berkata usaha bersepadu termasuk memperkukuh dan mempertingkatkan undangundang serta dasar berkaitan perlu dilakukan untuk menangani masalah itu secara berkesan pencemaran plastik mengancam alam sekitar dan memberi kesan mendalam kepada setiap aspek kehidupan termasuk kesihatan ekosistem dan kesejahteraan masyarakat kebimbangan terhadap peningkatan pencemaran plastik bukan sahaja menjadi isu global tetapi turut memberi kesan serius di negeri sabah katanya ketika berucap merasmikan simposium no plastic in nature di sini pada isnin joachim yang juga menteri kerajaan tempatan dan perumahan negeri berkata banyak kawasan di sabah termasuk gunung kinabalu yang dahulunya bersih kini tercemar dengan sisa sampah di lautan plastik terapung dan menyelaputi terumbu karang manakala pantai serta pulaupulau kita dipenuhi plastik katanya beliau berkata penyelesaian terhadap pencemaran plastik memerlukan kerjasama semua pihak termasuk kerajaan badan bukan kerajaan ngo sektor swasta dan pihak berkepentingan lain joachim turut memuji panganjuran simposium itu yang menjadi platform bagi pihak berkepentingan berkongsi maklumat pandangan dan inisiatif berkaitan pengurusan plastik,id,unknown,
