No.,Title ,Content,Language
47,New bill strengthens protection of Sabah forests,"The Sabah State Legislative Assembly has passed the Forest Enactment (Amendment) Bill 2025 aimed at reinforcing forest protection efforts while positioning the state to participate meaningfully in the global carbon market.

Assistant Minister to the Chief Minister, Datuk Abidin Madingkir, who tabled the Bill, said the amendments come at a crucial time as Sabah ramps up efforts to address climate change, promote sustainable forest management and ensure forest-related revenues benefit the state directly. “Now is the most appropriate time for us to enact specific legislation to regulate forest carbon credit trading activities to safeguard the state’s interests and ensure the sustainability of our forest resources,” he said.

Sabah, he said, continues to maintain approximately 63 percent of its land area under forest cover, in line with the national commitment to preserve at least 50 percent of the country’s land mass under forest cover.

Additionally, under the Sabah Forest Policy 2018, the Sabah State Government remains committed to its policy of gazetting no less than 30 percent of the state’s total land area as Totally Protected Areas (TPAs), to ensure sufficient coverage for environmental protection and enhancement of ecosystem services.

This effort aligns with Sabah’s commitment to address climate change issues, realise the Sustainable Development Goals (SDGs), and contribute to Malaysia’s national commitments under the United Nations Framework Convention on Climate Change (UNFCCC COP-26) and the UN Global Biodiversity Framework.

Sabah is not exempt from facing international concerns regarding climate change and forest degradation, as raised in various global conventions such as the United Nations Framework Convention on Climate Change (UNFCCC) and the Convention on Biological Diversity (CBD).

Considering this, and in response to the State Government’s concern for enhancing forest protection and addressing global environmental challenges, the Forest Enactment (Amendment) Bill 2025 has been drafted to introduce specific provisions, including regulating forest-based carbon activities, granting authority to the Chief Conservator of Forests to close parts of forest reserves, empowering the imposition of fees and the issuance of permits; and matters related thereto.

According to Abidin, Article 74(2) of the Federal Constitution grants the State Government the authority to enact laws relating to forests and at the national level, the Federal Government is expected to introduce a Climate Change Act this year.

“Therefore, to ensure that the trade of forest carbon credits falls under the jurisdiction of the State Government, this Bill must be passed without delay. Now is the most appropriate time for us to enact specific legislation to regulate forest carbon credit trading activities to safeguard the state’s interests and the sustainability of forest resources,” he said.

Abidin told the State Assembly that carbon stored in trees has already been defined as forest produce through the amendment of Section 2 of the Forest Enactment 1968 in 2013. As such, any benefits derived from forest carbon credit trading should rightfully benefit Sabah.

“There is a need to establish specific mechanisms to regulate forest carbon activities, including international trading, to ensure that Sabah’s rights remain protected. Through this amendment, forest carbon activities within forest reserves, state land, and alienated land will be licensed according to agreed terms and conditions that safeguard the state’s interests.

“With this legislation in place, any provisions, funds and revenues obtained from this initiative will be channelled directly to the state. This is crucial in supporting the Sabah Government’s efforts to strike a balance between conservation, revenue generation, and ensuring sustainable development for the state in the future,” he stressed.

The Bill also introduces stiffer penalties for forest-related offences under the Forest Enactment 1968.

Those found guilty of causing forest fires could face up to 10 years in prison or fines of up to RM500,000.

For illegal logging or unauthorised felling of trees in forest reserves or on state land, the maximum fine has been raised to RM5 million, with jail terms ranging from two to 20 years.

“These amendments are in line with the National Forestry Act (Amendment) 2022 and will enhance enforcement while promoting responsible forest stewardship,” said Abidin.

The new sections introduced under the Bill, 12A through 12E, grant the Chief Conservator of Forests the power to declare temporary closures of forest reserves to facilitate better management and protection.

A new Section 24E empowers the Chief Conservator, or any authorised officer, to issue permits for activities otherwise prohibited under Section 20(1) of the Enactment — except for those specified under subparagraph 20(1)(a)(ii).

“These provisions will ease the issuance of permits for essential forest-related activities, such as building infrastructure in accordance with forest management needs,” he explained.

Additionally, an amendment to Section 24C is proposed to require holders of any licence or forest reserve management agreement licence to pay an annual forest rental fee to the Sabah Government. This measure is intended to strengthen licensees’ commitment to managing forest reserves under the concept of sustainable forest management and is also expected to contribute to the state’s revenue.

This Bill consists of 16 clauses, as outlined below:
Clause 1 provides the short title and the commencement date of the proposed Enactment;
Clause 2 seeks to amend Section 2 of the Enactment to include the definition of “permit”;
Clause 3 introduces new sections 12A, 12B, 12C, 12D, and 12E, empowering the Chief Conservator of Forests to declare the closure of forest reserves;
Clauses 4, 5, 6, and 12 aim to amend subsection 19(1), Section 20, subsection 23(2), and Section 30A of the Enactment to increase penalties for offences stated in the respective sections;
Clause 8 proposes to amend Section 24C of the Enactment to require holders of any licence or management agreement licence to pay annual forest rental fees to the Government;
Clause 9 seeks to insert a new Section 24E, granting the Chief Conservator of Forests — or any authorised person — the power to issue permits for all or any activities prohibited under subsection 20(1), except for subparagraph 20(1)(a)(ii) of the Enactment;
Clause 10 introduces a new Part IIIB into the Enactment, containing provisions relating to forest carbon activities;
Clause 11 aims to enhance the provisions under paragraph 30(1)(g) of the Enactment;
Clause 14 seeks to amend Section 42 of the Enactment to provide additional powers to the minister to make regulations;
Other amendments not specifically mentioned are minor or consequential in nature.",en
48,Address gaps in laws to protect environment,"Addressing the gaps in legislation that allow for unsustainable practices is necessary, said Chief Judge of Sabah and Sarawak Tan Sri Abdul Rahman Sebli.

He said that advocating for policies that ensure environmental conservation is also a must.

“It is vital for us to recognise the importance of preserving this beautiful landscape for generations to come,” Abdul Rahman said when launching the Borneo Rainforest Law Conference at the Sabah International Convention Centre (SICC) here on Monday.

He suggested more stringent laws on environmental threats, citing Sabah, an ecological haven that continued to face environmental threats.

“Even in this ecological haven (Sabah), we are witnessing the impacts of environmental challenges that require our focused legal attention,” he said.

Earlier in his speech, Abdul Rahman commended on Sabah’s lush rainforests which is endowed with “an incredible diversity of plant and animal species, some of which are endemic to this region.”

“The towering dipterocarp trees, vibrant orchids – known as the “Gold of Kinabalu”, and unique pitcher plants create an intricate tapestry that is unparalleled. The majestic Mount Kinabalu, a UNESCO World Heritage Site, stands as a testament to Sabah’s natural beauty, harbouring a multitude of endemic species in its diverse ecosystems,” he said.

He invited those present to delve into the intricate legal landscape concerning environmental issues in Malaysia and the Commonwealth countries, as well as on Sabah and her unique geographical features, including the famed Salt Trail within the depths of the Crocker Range.

“It has been said that Sabah’s history can be traced along the Salt Trail of the Crocker Range. This century-old 34km passage between Inobong and Kampung Tikolod links some of the most traditional Dusunic hamlets between Penampang and the interior Tambunan, cutting across the primeval mountain range and highland tropical rainforests of Sabah. The trail was once used as a route by villagers to easily access town markets with their fresh produce and return with salt and other goods,” he said.

He added that until today, the salt trail remains the accessible route to remote villages, especially in the upper Papar river and Tambunan area.

“Natural wonders like the Crocker Range contribute significantly to the rich biodiversity and cultural heritage of Sabah.

“Nestled on the island of Borneo, Sabah boasts a breath-taking array of flora and fauna, making it a global biodiversity hotspot,” he said.

Abdul Rahman added that he had the opportunity to embark on the Salt Trail adventure last year and described it as an unforgettable experience.

“I gained a deep appreciation for the lush forest and the rich culture of the indigenous people in Sabah. Despite its challenges, the adventure would not disappoint those seeking a unique Borneo experience in its famous rainforest environment,” he said.

Unfortunately, the impacts of environmental challenges that require focused legal attention were also witnessed in this ecological haven, he said.

Citing the report on the ‘Sabah Biodiversity Conservation Project: Identification of Potential Protected Areas – Crocker Range Foothill’, the Tourism, Culture and Environment Ministry has identified various threats to biodiversity conservation in the Crocker Range.

The major threats to conservation efforts include commercial logging in State and alienated land outside the Crocker Range Park, illegal logging within the Crocker Range Park, and fires, he said.

At the same time, poaching, habitat loss and human-wildlife conflict pose significant threats to iconic species such as the Bornean orangutan, pygmy elephant and the Sumatran rhinoceros, he said.

“To safeguard their future, stringent legal measures are imperative. Legal frameworks must be enhanced to deter illegal wildlife trade and ensure the preservation of Sabah’s charismatic fauna for future generations,” he stressed.

Meanwhile, Sabah’s marine biodiversity, characterised by vibrant coral reefs and diverse marine life, faces threats from overfishing, habitat destruction, and climate change, he said.

“Legal practitioners and marine experts are encouraged to advocate for robust legislation to safeguard marine ecosystems, promoting sustainable fishing practices and marine conservation efforts,” he urged.

Abdul Rahman stressed that environmental protection is paramount and must not be neglected in any context.

In his speech, he also said that climate change presents a global crisis that demands a unified response, and Malaysia is not exempt from its impacts.

He stressed that it is imperative for the legal framework to adapt and evolve to confront the challenges posed by climate change.

“This entails promoting renewable energy sources, incentivizing energy efficiency measures, and integrating climate resilience into urban planning and development regulations,” he said.

And within Commonwealth countries, historical environmental injustices have disproportionately impacted vulnerable communities, he said.

“In addressing the impact of environmental justice on constitutional law within the Commonwealth, we have to find common ground in the pursuit of equitable and inclusive legal frameworks,” he said.

He urged Commonwealth nations to unite in their commitment to protect the environment.

“The ancient principles of the Public Trust Doctrine (PTD), deeply ingrained in the constitutional fabric of many Commonwealth countries, underscore the obligation to safeguard natural resources for the benefit of all citizens. The PTD has been recognized by English Courts since at least 1299, establishing that the state has a fiduciary duty to safeguard vital natural resources and hold them in trust for the benefit of both current and future generations. It enshrines the right for people to fish, gather food, and navigate our shared tidal waters,” he reminded.

He also said that collaboration between the legal community, government bodies, and non-governmental organizations is paramount in addressing these issues.

“We must work together to streamline and strengthen existing environmental laws, ensuring that they are comprehensive, up-to-date, and effectively enforced. This collaboration should extend to educating the public about environmental rights and fostering a sense of responsibility towards our planet,” he said.

Abdul Rahman added that we have a duty to champion the cause of environmental conservation both in Malaysia and within the Commonwealth countries.

“Our legal system must serve as a bulwark (defence) against environmental degradation, providing a solid foundation for sustainable development. Let us come together, raise our voices, and actively contribute to a legal landscape that safeguards our environment for future generations. The time to act is now, and our commitment to this cause will shape the environmental legacy within the Commonwealth countries for years to come.”

Present were Deputy Chief Justice of Papua New Guinea, Ambeng Kandakasi; Justice Brian J Preston, Chief Judge of the Land and Environmental Court in New South Wales; Fleur Kingham, president of the Land Court of Queensland; Lord Robert Carnwath of Notting Hill CVO, Justice of the Supreme Court of United Kingdom (retired); and Tan Sri Datuk Seri Panglima David Wong Dak Wah, former Chief Judge of Sabah and Sarawak.

Also present were Secretary-General of the Commonwealth, Professor Luis G. Franceschi; Natural Resources and Environmental Sustainability Ministry’s Deputy Secretary General, Norsham Abdul Latip; Commonwealth Lawyers Association President Dr Peter D. Maynard KC; and Sabah Law Society’s President, Mohamed Nazim Maduarin.",en
49,Blu Hope to reverse environmental damage in Sabah,"What happens to Sabah’s biodiversity will determine the fate of the rest of the planet in the future.

This state, located on the East coast of Borneo, is arguably one of the most precious pieces of real estate, biodiversity-wise left on the planet. Such a status means that any inspired action taken to help reverse its slow but sure death would make a huge difference anywhere else across the world.

As the Covid-19 pandemic continues to disrupt lives and economies, humans are now forced to rethink their relationship with biodiversity, find innovative solutions and make a pledge to heal our critically-ill planet.

The Sabah Plastic Neutral platform, that is led and promoted by Blu Hope, embraces this aspiration and sets up the start of a ten-year journey toward pushing for the planet’s steady recovery.

While both Sabah and Timor-Leste pledged to move forward towards plastic neutrality, it is not just about addressing the problem with plastic pollution. A lot of what is happening on the ground will be the key factors that drive change, particularly in terms of people’s mindset and habits.

Blu Hope is ever determined to connect all the dots – from people in positions of power who make decisions down to ordinary individuals on the ground working toward making change happen and bring real, tangible, shared value from plastic waste to all Sabahans and Timorese.

Since Sabah Plastic Neutral’s launching in March this year, the movement has seen two important events happening. The first, when the state government through the Kota Kinabalu City Hall agreed to collaborate to reduce plastic waste in and around the city.

With the government on board, Blu Hope is now in the position of strength and what will follow is a major clean-up campaign of plastic waste with the help, among others, from island communities of Pulau Gaya – just outside capital, Kota Kinabalu. There is no date fixed yet for the project as the pandemic has forced everyone under strict lockdown at the moment.

The second event is the signing of partnership with a Norwegian company, VOW bringing French technology from ETIA into Sabah that would turn waste to energy. When this happens, it will mark yet another important milestone as plastic waste will no longer be disposed in the landfill but will now be converted into green energy.

The biggest potential ‘game changer’ however is Blu Hope’s proposed digital recycling ‘Equaliser’ app, called ReWild – offering the opportunity for everyone to profit from recycling their own waste the world over.

By working with key FMGC companies, ReWild users will be able to scan the bar code of each product using their smart phone linking to each plastic product’s market value correlating to its volume and polymer type.

After the waste has been collected or deposited at recycling centres, the app user will be rewarded financially via various payment mechanisms.

What’s more, users will also have an option to donate rewards to NGO’s focussed on communities and protecting Sabah’s unique biodiversity via Sabah Plastic Neutral too.

“With plastic waste soon to have a monetary value – this will mean ‘extra food on the table’ – in turn, incentivising the biggest and quickest clean up of Sabah’s local environment ever!” says Blu Hope founder, Simon Christopher.

“Essentially this is about ‘value’. Just as Covid is now forcing us to re-asses Nature’s intrinsic value to our very own survival, by combining value from people’s waste with significantly increased recycling efforts locally will be a great way to drive change as quickly as possible. Even better – those comfortable enough to feed their families each and every day in other parts of the world will also have the option to directly benefit Sabahan communities on the ground an ongoing basis too. This is the ‘Equaliser’ effect and our goal with ReWild is to help catalyse a global circular economy starting with Sabah and Timor-Leste,” says Simon.

Blu Hope is not only fighting plastic pollution. It connects and empowers other initiatives serving the greater good for the environment and biodiversity.

Partnering up with specialist French water-purifier manufacturer Fonto de Vivo and working closely with Sabah Education department, their upcoming Water Is Life! program promises to deliver reliable, safe/clean drinking water to all schools across Sabah.

As well as removing people’s reliance on plastic bottles, utilising super-engaging education and awareness programmes with Sir David Attenborough and fun ‘Plastic Detectives’ activities produced by Plastic Oceans UK, with well-known actress and environmentalist Maya Karin narrating in Malay, the aim is to trigger behaviour change in the home starting with school children.

Blu Hope are also working closely with Stop Fish Bombing Malaysia to help solve the very serious issue of fish bombing by providing alternative livelihood programmes from plastic collection, seaweed farming, etc too.

These initiatives are just the beginning. What Blu Hope foresees is that all the local initiatives in Sabah that are working on conservation and biodiversity protection, be it at land or sea, would connect with one another forming a single mission.

The big picture that is expected to steadily grow over the first few years of this decade is that Blu Hope’s success in Sabah and Timor-Leste will steadily expand out to other locations in the Coral Triangle, the world’s most important marine biodiversity region.

With these local initiatives combined, Blu Hope will be launching their Coral Triangle Plastic Neutral platform today, officially Coral Triangle Day – a move that would hopefully lead to the rest of the world to buy in and adopt what has been started in Sabah in their own back yard.

And Sabah and Timor- Leste both aiming to become plastic neutral is also hoped to take centre stage at Expo Dubai 2021, boasted to be the world’s biggest fair bringing people of different nationalities to share ideas and build relationships as well as celebrating a world of interdependence.

For Blu Hope, this will be the stage to send a strong message about how Sabah and Timor-Leste, as the two last bastions of biodiversity on the planet, have both taken all the right initiatives, starting with plastic, to rebuild a world where all species are indeed interdependent on one another.

Another key message leading to that global event and throughout the rest of UNESCO Decade of Ocean Science for Sustainable Development (2021-2030) has been that the health of the planet’s biodiversity rests in the hands of the younger generation.

Blu Hope’s dot-connecting effort starting in Sabah is hoped to be passed down to the world’s younger generation for in them, lies the hope for change.

“Blu Hope’s inspiration in-part comes from legendary naturalists Sir David Attenborough and ‘Her-Royal-Deepness’ Dr Sylvia Earle’s words of wisdom and through Blu Hope Youth, it’s mission critical we ‘pass the baton down’ to younger generations.

“Equally, with Blu Hope LIFE we’ll embrace the needs of Sabah’s unregistered and undocumented folks like the Bajau Laut sea gypsies and these are the extremely important, core, deep and meaningful themes behind Sabah and Timor-Leste Plastic Neutral at the beginning of UNESCO Ocean Decade,” said Blu Hope co-founder/Community Director Monica Chin.",en
50,Surviving climate change in Borneo,"ONE thing that grabbed my attention during our recent trip to National Science Centre in early January was a map (see figure) that illustrated the expected sea level rise by 2100 projected by National Hydraulic Research Institute (Nahrim).

It shows that for Malaysia, the east coast of Sabah – from Kudat to Tawau – will be the area that experiences the highest sea level rise, ranging between 0.4 to 1.1 metres with an average of about 0.5 metres. Especially, the south-eastern area bordering North Kalimantan has some of the darkest red dots.

Three weeks later, I was in Tawau. The city is surrounded by the Sulu Sea to the east and the Celebes Sea to the south. Established in the 1890s by the British, it was destroyed during World War 2 but was later rebuilt. According to the Census 2020 report, the urban area is now home to nearly 290,000 inhabitants. However, outside the city, the population is relatively small with only about 84,000 people scattered throughout the district.

Most areas in the district are planted with oil palm, except the city and the Tawau Hills Park. As a border district, Tawau serves as the gateway to Kalimantan, with international ferry services connecting it to Nunukan of North Kalimantan.

The downtown area facing Cowie Bay may be particularly vulnerable to the rise in sea level. Physical infrastructure such as buildings, ports, roads, sewage discharge facilities, power lines, and others could suffer damage from seawater intrusion or even be inundated.

The coastal region is also home to many Tawau residents, with numerous ‘water villages’ consisting of houses built on seawater lining up from east to west. These residents are among the most affected if the water level continues to increase. By the end of the century, large swaths of low-lying land could also be engulfed by the sea.

The effects of sea-level rise resulting from climate change are not limited to artificial borders and are expected to impact the Indonesian counterparts as well. From Tawau to Nunukan, large tracts of mangrove forests can be found along the coast. Coastal erosion due to the changes in currents and waves will bring devastating impacts on coastal ecosystems. In addition to physical alterations, salt contamination of freshwater aquifers by seawater intrusions may also greatly damage flora and fauna, destroying habitats for both lives on land and below water. Changes in soil and water properties can be harmful to agriculture, causing cropland degradation and reducing productivity.

However, the threat of climate change to Borneo can be insidious. Unlike its northern neighbour, i.e., the Philippines, Borneo is fortunate to stay outside the general range of cyclones. However, the increasing frequency and severity of flood events across the island have reminded people about the potential impacts of climate change and sea level rise. There were numerous reports of flash floods across Borneo in 2022, with unusually heavy rainfalls cited as a main cause.

To make things worse, land cover changes considerably exacerbate the flood risks. By mapping flood events across Kalimantan, a group of researchers, J. A. Wells and the team in their paper published in 2016 found that flood frequency was associated with land use activities like logging and mining. In contrast, the villages in more forested watersheds were found to have a lesser flood risk.

Things can also go the other way – droughts and fires. Droughts in Borneo have become more intense in the past decades. The uncontrolled fire events were made worse, becoming much larger and longer due to El Niño-Southern Oscillation. The most recent massive fire event occurred in 2015, mainly in Central Kalimantan, causing enormous economic loss up to billions of US dollars.

In the event of a worst-case scenario, the inhabitants of the central area of Borneo may need to brace themselves for a temperature increase of approximately 4 degrees Celsius by the conclusion of the 21st century. This elevated temperature could have severe consequences for public health, including heat waves that may endanger vulnerable populations such as the elderly and young children. Additionally, the risk of fire could be exacerbated by the rise in temperature.

Several solutions have been proposed to combat climate change. Some coastal cities have opted for adaptation measures, such as constructing seawalls, re-planning roads, and planting mangroves, in order to enhance their resilience to environmental changes.

Meanwhile, countries have implemented a variety of energy and industrial policies to mitigate climate change and reduce emissions. However, many of these approaches face challenges due to their high costs and people’s reluctance to alter their lifestyles and behaviors.

One potential area where Borneo can make a significant contribution is by reducing and preventing greenhouse gas emissions through its abundant natural capital.

Borneo plays a major role in global emission dynamics due to its substantial terrestrial carbon stocks. Proper and sustainable management of land use activities, particularly agricultural expansion and mining, will be an immediate priority for Borneo in tackling climate change.

The urgency of the climate crisis presents an opportunity to bring together various stakeholders to achieve a sustainable transformation of Borneo’s economy, which is currently heavily reliant on primary resource extraction. However, attaining this objective requires clear and concise vision from decision-makers.

“We will certainly find solutions to these problems.” I was surprised by my 7-year-old’s optimism.

“How?” My big ask.

“Don’t know, but we will when we run the world.”

While the early 21st century was marked by great innovation and exciting developments, it was also a time of global chaos and widespread anxiety. As I stared out of my hotel room window, the disturbing scenes from Netflix shows – destruction, pollution, and conflict – flashed through my mind.

I hope that the world we leave behind for the next generation is not too bleak.

Dr Goh Chun Sheng is a researcher at Sunway University and Harvard University. He is interested in exploring sustainable development in both Malaysian and Indonesian Borneo.",en
51,Pengurusan alam sekitar perlu seimbang,"Dalam usaha menjadikan Sabah lebih maju dalam bidang bioteknologi, keseimbangan antara kehendak generasi sekarang dan akan datang perlu bagi menguruskan sumber alam semulajadi sama ada dari segi ekonomi mahupun pemuliharaannya. Menteri Pelancongan, Kebudayaan dan Alam Sekitar, Datuk Masidi Manjun berkata dalam pengurusan sumber, pihak berkenaan perlu mengambil langkah berhati-hati kerana ia turut membabitkan aktiviti ekonomi yang besar termasuklah dalam bidang pertanian, pembalakan, perlombongan dan pelancongan. “Saya melihat kajian dan bengkel ini adalah sebagai satu langkah yang baik dalam usaha menjadikan Sabah lebih maju dalam bidang bioteknologi dan farmasi dengan memanfaatkan biodiversiti dan pengetahuan asal,” katanya. Beliau berkata demikian ketika merasmikan Bengkel Mengakses dan Mengkomersilkan Biodiversiti dan Kajian Etno Hutan di sini, kelmarin. Ucapan beliau disampaikan oleh Pembantu Menteri Pelancongan, Kebudayaan dan Alam Sekitar, Datuk Ellron Angin.",ms
52,Lebih 700 pelajar sertai Hari Alam Sekitar Institut Sinaran,"Diadakan sempena Hari Alam Sekitar Sedunia, Institut Sinaran turut mengadakan pameran bertemakan ‘7 Billion Dreams. One Planet. Consume with Care’ bagi meningkatkan kesedaran masyarakat mengenai kepentingan alam sekitar. Pengerusi Lembaga Pentadbiran Institut Sinaran Fong Tet Kong berkata, semua masyarakat perlu bekerjasama bagi memastikan kesejahteraan serta kemapanan alam sekitar yang berterusan. “Kita harus bersama-sama membantu mengurangkan pencemaran, menjimatkan penggunaan sumber di samping mengurangkan lagi impak negatif terhadap alam sekitar. “Usaha ini penting bagi memastikan kestabilan dan kemapanan alam sekitar berterusan pada masa hadapan khususnya di Sabah,” katanya ketika majlis penutupan Hari Alam Sekitar Institut Sinaran, di sini kelmarin. Fong berkata, Sabah juga dalam usaha mencari penyelesaian yang terbaik bagi mencapai tahap kelestarian serta penggunaan sumber yang cekap. “Kita juga berbesar hati kerana begitu banyak usaha yang dilakukan dalam pengurusan sumber yang cekap sebagai contoh, kini terdapat empat juta hektar kawasan hutan, bakau, marin dan rizab hidupan liar serta kawasan perlindungan di Sabah yang diurus dengan baik,” katanya.",ms
53,Pelan tindakan untuk pengurusan alam sekitar di semua daerah,"Kementerian Pembangunan Luar Bandar (KPLB) memberikan tempoh sehingga 15 Jun depan bagi semua daerah di Sabah yang mengikuti Kursus Pengurusan Alam Sekitar bagi mengemukakan satu pelan tindakan. Menterinya, Datuk Dr Ewon Ebin berkata, pelan tindakan itu diperlukan bagi memudahkan pengurusan alam sekitar di sesebuah daerah khususnya untuk melupuskan sampah. Katanya, kerajaan memang mengambil berat tanggungjawab dalam memulihara alam sekitar kerana pemuliharaan itu akan menjamin kesinambungan kehidupan di dunia.",ms
54,Penduduk mahu pembalakan haram dihentikan,"Penduduk rumah panjang di Batu 9, Jalan Teku di sini memohon jasa baik pihak berkaitan menghentikan aktiviti pembalakan haram di Batu 8, Jalan Oya (belakang Taman Permai/Kampung Jeriah) di sini. Tuai Rumah Johnny Suan, 41, mewakili penduduknya berkata, kegiatan terbabit berlaku sejak Jun lalu. “Kami pernah melaporkan perkara ini di Balai Polis Sungai Merah pada 24 Jun lalu. Selepas itu, pihak berkenaan mengambil tindakan sewajarnya kepada pembalak haram terbabit. Namun, tidak lama selepas itu kegiatan itu beroperasi kembali. “Ia terus beroperasi sehingga kami membuat laporan polis lagi pada 19 November lalu. Bagaimanapun, aktiviti pembalakan haram masih lagi diteruskan sehingga kini,” katanya di sini semalam. Johnny mendakwa, selain melakukan aktiviti haram individu atau syarikat terbabit dikatakan menceroboh tanah Hak Adat Bumiputera (NCR) atau lebih dikenali dalam bahasa tempatan ‘Pemakai Menua’ milik tiga penduduk rumah panjang di sini.",ms
55,Didik golongan muda prihatin terhadap pemuliharaan alam sekitar,"Golongan muda harus dididik dan disedarkan mengenai pentingnya pemuliharaan alam sekitar untuk keseimbangan alam semula jadi dan ekosistem memandangkan isu ketidakseimbangan alam kian meruncing. Residen Bahagian Sarikei Dr Anthony Valentine Laiseh berkata melalui kesedaran itu, generasi muda dapat memain peranan lebih aktif dan menggembleng tenaga melindungi alam sekitar serta menyelesaikan masalah berkaitan isu persekitaran. “Pelestarian alam sekitar merupakan isu penting yang harus disemai dalam kalangan generasi muda ke arah mengekal keindahan alam semula jadi untuk tatapan generasi akan datang. “Alam semula jadi khazanah paling berharga.  Pemusnahan dan penebangan hutan secara berleluasa tanpa kawalan harus dipandang serius oleh semua pihak dan tidak meletakkannya sebagai tanggungjawab satu pihak sahaja.",ms
56,Sabah tubuh Majlis Tindakan Iklim tangani isu perubahan iklim,"Kerajaan Negeri telah menubuhkan Majlis Tindakan lklim Sabah yang bertindak dalam menetapkan hala tuju dan menyelaras projek-projek mitigasi dan adaptasi perubahan iklim di peringkat negeri, kata Ketua Menteri, Datuk Seri Hajiji Noor. Katanya, Sabah telah membuat pindaan ke atas Ordinan Tanah Sabah Bab 68, dengan memasukkan peruntukan perundangan berkaitan penyimpanan karbon yang mula berkuat kuasa pada 19 Jun 2023. “Selain itu, Sabah juga baru sahaja menyelesaikan kajian inventori ""greenhouse gas"" Sabah dan penilaian kerentanan untuk pembangunan Dasar Perubahan lklim Sabah ke arah pembangunan rendah karbon Sabah,” katanya menurut kenyataan media.",ms
57,Kumpulan Sawit Kinabalu ke arah tenaga boleh diperbaharui,"Kumpulan Sawit Kinabalu komited dalam memberi fokus untuk memantau tenaga boleh diperbaharui dan kesan rumah hijau, khasnya berkaitan aktiviti sawit dan mitigasi berkenaan perubahan iklim semasa. Pengurus Besar Bahagian Kelestarian Kumpulan Sawit Kinabalu, Nazlan Mohamad berkata, ia dilaksanakan Unit Karbon dan Perubahan Iklim yang baru diwujudkan sejak Jun tahun ini. Jelasnya, unit ini penting dalam memahami perubahan iklim semasa. khasnya di Sabah, dan dalam usaha melestari alam sekitar.",ms
58,Sabah komited dasar alam sekitar proaktif,"Sabah menerusi usaha Kementerian Pelancongan, Kebudayaan dan Alam Sekitar (KePKAS) komited dalam usaha dasar alam sekitar yang proaktif, khasnya bagi pembangunan mampan dan mengikut standard sewajarnya. Menterinya, Datuk Seri Christina Liew berkata Dasar Negeri Sabah mengenai Akta Perlindungan Alam Sekitar 2017 dan Enakmen Perlindungan Alam Sekitar 2002 berperanan khusus sebagai rangka kerja kritikal untuk membimbing komitmen negeri terhadap usaha pemuliharaan dan kemampanan. “Alam sekitar kita adalah elemen penting dan menjadi tonggak strategik dalam pembangunan mampan, dan pastinya memerlukan penggunaan dasar yang sesuai dengan menggabungkan faktor dan piawaian alam sekitar ke dalam semua aktiviti pembangunan untuk mengekalkan kelestarian alam sekitar dan sosial,” katanya pada Majlis Sambutan Hari Alam Sekitar Kebangsaan 2024, Peringkat Negeri Sabah di sini, Isnin malam.",ms
59,Biodiversiti Sabah tarik perhatian universiti dari United Kingdom,"Pemeliharaan dan pemuliharaan biodiversiti di Tapak Warisan Dunia Taman Kinabalu menarik perhatian pelajar universiti dari Swansea University, United Kingdom. Datang dari pelbagai latar belakang, sekumpulan 25 pelajar tahun ketiga Biologi ini mengadakan lawatan sambil belajar ke Taman Kinabalu hujung minggu lalu, di mana mereka dimaklumkan mengenai inisiatif perlindungan dan pemuliharaan alam sekitar Sabah. Pelajar-pelajar ini yang diketuai oleh Dr. Aisling Devine disambut mesra oleh Pegawai Penyelidik Ekologi Taman-Taman Sabah, Vanielie Terrence Justine, Sabtu lalu. Tujuan utama lawatan ini adalah untuk mempelajari lebih lanjut tentang flora dan fauna di Taman Kinabalu, yang merupakan Tapak Warisan Dunia Unesco. ",ms
60,Sabah kekal 64 peratus kawasan litupan hutan,"Sabah pada masa ini mengekalkan 64 peratus daripada keluasan negeri ini sebagai litupan hutan dalam usaha melindungi khazanah semulajadi Negeri di Bawah Bayu ini, kata Ketua Menteri Datuk Seri Hajiji Noor. Beliau berkata kawasan itu juga meliputi 3.84 juta hektar atau 52 peratus keluasan negeri sebagai  kawasan yang diwartakan sebagai kawasan hutan simpan dan kawasan perlindungan lain. Katanya, langkah itu juga selaras dengan komitmen Kerajaan Sabah untuk mengekalkan sekurang-kurangnya 50 peratus daripada keluasan negeri ini sebagai litupan hutan negeri sejajar dengan Dasar Hutan Sabah 2018. “Bagi memperkasa pengurusan hutan negeri dan melindungi khazanah penting itu, Sabah telah mewartakan sehingga 1.9 juta hektar atau 26.4 peratus sebagai Kawasan Terlindung Sepenuhnya. Ia penting bagi mencapai sasaran 2.2 juta hektar atau 30 peratus daripada keluasan negeri (sebagai Kawasan Terlindung Sepenuhnya) menjelang 2025,” katanya dalam ucapan pelancaran Hari Hutan Antarabangsa 2023 Peringkat Negeri Sabah di Rainforest Discovery Centre (RDC) di sini, Khamis.",ms
